"","Zi","Yi","Ci","Di"
"1202",77,62,0,1
"1203",78,62,0,1
"1204",78,62,0,1
"1205",78,62,0,1
"1206",78,61,0,1
"1207",78,61,0,1
"1208",78,60,0,1
"1209",78,60,0,1
"1210",78,59,0,1
"1211",62,59,0,1
"1212",78,66,0,1
"1213",78,65,0,1
"1214",71,64,0,1
"1215",74,64,0,1
"1216",66,64,0,1
"1217",67,63,0,1
"1218",65,63,0,1
"1219",78,63,0,1
"1220",78,63,0,1
"1221",76,63,0,1
"1222",77,63,0,1
"1223",66,62,0,1
"1224",78,62,0,1
"1225",78,62,0,1
"1226",78,62,0,1
"1227",78,61,0,1
"1228",78,61,0,1
"1229",78,61,0,1
"1230",78,60,0,1
"1231",72,60,0,1
"1232",73,60,0,1
"1233",78,66,0,1
"1234",73,65,0,1
"1235",78,65,0,1
"1236",78,64,0,1
"1237",75,64,0,1
"1238",71,64,0,1
"1239",65,60,0,1
"1240",77,60,0,1
